X,Результаты модуля (RealMathModule),Результаты модуля (IterMathModule)
-0.1468999999999996,785896.5261807136,785896.502308853
-0.14579999999999949,896522.6218260566,896522.5948158785
-0.14469999999999938,1022987.1780354057,1022987.1474632684
-0.14359999999999928,1167608.4871662906,1167608.4525493816
-0.14250000000000007,1333053.389685658,1333053.350473743
-0.14139999999999997,1522391.3190135725,1522391.2745789273
-0.14029999999999987,1739157.0177808185,1739156.9674069388
-0.13919999999999977,1987423.3689785523,1987423.31184751
-0.13809999999999967,2271886.0352588086,2271885.970435863
-0.13699999999999957,2597961.894426093,2597961.820842636
-0.13589999999999947,2971903.607383552,2971903.5238172165
-0.13479999999999936,3400933.0665583257,3400932.9716096134
-0.13369999999999926,3893396.960215247,3893396.852280858
-0.13260000000000005,4458948.2655710885,4458948.142813305
-0.13149999999999995,5108758.168617814,5108758.028929247
-0.13039999999999985,5855763.721926046,5855763.562887156
-0.12929999999999975,6714957.518566683,6714957.337397442
-0.12819999999999965,7703726.810875597,7703726.604381043
-0.12709999999999955,8842250.87359472,8842250.638099069
-0.12599999999999945,1.0153967045949263E7,1.0153966777221927E7
-0.12489999999999934,1.1666117839758618E7,1.166611753292262E7
-0.12379999999999924,1.3410393835087327E7,1.3410393484520765E7
-0.12270000000000003,1.5423689879492966E7,1.5423689478705442E7
-0.12159999999999993,1.7748995456290442E7,1.7748994997787394E7
-0.12049999999999983,2.0436444106890943E7,2.043644358200848E7
-0.11939999999999973,2.354455162252906E7,2.3544551021232206E7
-0.11829999999999963,2.7141678532551467E7,2.7141677843233973E7
-0.11719999999999953,3.1307759419442754E7,3.130775862864125E7
-0.11609999999999943,3.613635003956488E7,3.613634913165497E7
-0.11499999999999932,4.173705343752615E7,4.17370523943686E7
-0.11389999999999922,4.8238398594242975E7,4.823839739473441E7
-0.11280000000000001,5.579126011657105E7,5.57912587361741E7
-0.11169999999999991,6.4572925641444676E7,6.45729240515539E7
-0.11059999999999981,7.479193970465574E7,7.479193787189105E7
-0.10949999999999971,8.669387970080249E7,8.669387758623949E7
-0.10839999999999961,1.0056825232958747E8,1.0056824988767768E8
-0.1072999999999995,1.16756738941713E8,1.1675673611918508E8
-0.1061999999999994,1.3566306715273273E8,1.3566306388714963E8
-0.1050999999999993,1.5776484607823154E8,1.5776484229637274E8
-0.1039999999999992,1.8362777617642567E8,1.8362777179232174E8
-0.10289999999999999,2.1392273522616053E8,2.1392273013858983E8
-0.10179999999999989,2.494463535057075E8,2.494463475955814E8
-0.10069999999999979,2.9114582889609563E8,2.911464173319507E8
-0.09959999999999969,3.401489028465304E8,3.4014958887042063E8
-0.09849999999999959,3.9780012901862997E8,3.978009297274033E8
-0.09739999999999949,4.657048282084122E8,4.657057638703875E8
-0.09629999999999939,5.457824487656556E8,5.457835434439803E8
-0.09519999999999929,6.403314576078931E8,6.403327399143769E8
-0.09410000000000007,7.521083939154642E8,7.521098979234962E8
-0.09299999999999997,8.844243522582781E8,8.844261186090314E8
-0.09189999999999987,1.0412629581587387E9,1.0412650354071003E9
-0.09079999999999977,1.2274249003915021E9,1.227427346644935E9
-0.08969999999999967,1.448705346355998E9,1.448708231271389E9
-0.08859999999999957,1.712112161366691E9,1.7121155685955818E9
-0.08749999999999947,2.02613487224977E9,2.0261389024324338E9
-0.08639999999999937,2.4010768798780727E9,2.4010816543177843E9
-0.08529999999999927,2.8494666896004205E9,2.849472354790401E9
-0.08420000000000005,3.386568095081283E9,3.3865748282804456E9
-0.08309999999999995,4.031014583572855E9,4.031022599702873E9
-0.08199999999999985,4.805600074569707E9,4.805609634764925E9
-0.08089999999999975,5.738266912588314E9,5.738278334812437E9
-0.07979999999999965,6.863343405905382E9,6.86335707816932E9
-0.07869999999999955,8.223097926255107E9,8.223114323130028E9
-0.07759999999999945,9.869695707083702E9,9.869715410378832E9
-0.07649999999999935,1.186766939381494E10,1.1867693118523487E10
-0.07539999999999925,1.4297046970412344E10,1.4297075597383701E10
-0.07430000000000003,1.725732340822166E10,1.7257358025426266E10
-0.07319999999999993,2.0872518613884132E10,2.0872560568666443E10
-0.07209999999999983,2.52976385296853E10,2.5297689495160168E10
-0.07099999999999973,3.0726954715615437E10,3.0727016775280136E10
-0.06989999999999963,3.7404648797114716E10,3.740472506605371E10
-0.06879999999999953,4.563854325833675E10,4.5638636543148705E10
-0.06769999999999943,5.581787494112508E10,5.581798934531944E10
-0.06659999999999933,6.84363840034771E10,6.843652469899503E10
-0.06549999999999923,8.41224191165908E10,8.412259264364507E10
-0.06440000000000001,1.036783412986698E11,1.036785559564169E11
-0.06329999999999991,1.2813230274100977E11,1.2813256909811012E11
-0.06219999999999981,1.5880656593704312E11,1.5880689750217764E11
-0.06109999999999971,1.9740802932558054E11,1.9740844343152313E11
-0.05999999999999961,2.4614870484166318E11,2.4614922381589703E11
-0.05889999999999951,3.079067881947244E11,3.079074409179713E11
-0.05779999999999941,3.8644301678596857E11,3.864438407748335E11
-0.056699999999999307,4.866927186546277E11,4.8669376286188E11
-0.055599999999999206,6.151620409808322E11,6.151633695749215E11
-0.05449999999999999,7.804683675918463E11,7.804700650930529E11
-0.05339999999999989,9.9408145552173E11,9.940836338130917E11
-0.05229999999999979,1.2713456662201816E12,1.2713484741793188E12
-0.05119999999999969,1.632898320685216E12,1.6329019574965151E12
-0.05009999999999959,2.1066499268317966E12,2.106654660498769E12
-0.04899999999999949,2.730566810324244E12,2.7305730035812515E12
-0.04789999999999939,3.556607797023367E12,3.5566159438724756E12
-0.04679999999999929,4.6563330326148955E12,4.656343810194686E12
-0.045700000000000074,6.128954427587116E12,6.128968770380307E12
-0.04459999999999997,8.112980308403262E12,8.112999515229141E12
-0.04349999999999987,1.0803196012114137E13,1.0803221901715717E13
-0.04239999999999977,1.4475636993729375E13,1.4475672132922348E13
-0.04129999999999967,1.952464597748336E13,1.9524694018903344E13
-0.04019999999999957,2.6518380509934777E13,2.6518446696681906E13
-0.03909999999999947,3.628278398827924E13,3.6282875915819E13
-0.03799999999999937,5.002994827446425E13,5.003007705315333E13
-0.03689999999999927,6.9556509860700586E13,6.955669190973989E13
-0.035800000000000054,9.755388390380545E13,9.755414375301372E13
-0.03469999999999995,1.3809940649640952E14,1.380997812180298E14
-0.03359999999999985,1.9744413219397694E14,1.9744467850590153E14
-0.03249999999999975,2.8529419053953806E14,2.852949963585101E14
-0.03139999999999965,4.169260621695747E14,4.1692726568579706E14
-0.03029999999999955,6.167342159901839E14,6.16736037683922E14
-0.02919999999999945,9.242826369606455E14,9.242854342776221E14
-0.028099999999999348,1.4048165778354042E15,1.4048209403300555E15
-0.026999999999999247,2.1678817009140408E15,2.1678886191808702E15
-0.025900000000000034,3.4010045470620345E15,3.4010157192554825E15
-0.024799999999999933,5.432018702168663E15,5.432037103455458E15
-0.023699999999999832,8.847279286273536E15,8.84731025400817E15
-0.02259999999999973,1.472197912244986E16,1.472203248255861E16
-0.02149999999999963,2.5082220197409052E16,2.5082314559758036E16
-0.02039999999999953,4.386234170134364E16,4.3862513431372856E16
-0.01929999999999943,7.895989565282296E16,7.89602183157864E16
-0.018199999999999328,1.4682348353412992E17,1.4682411179501517E17
-0.017099999999999227,2.8315351047086515E17,2.831547838541895E17
-0.016000000000000014,5.6911639851942624E17,5.691190995713488E17
-0.014899999999999913,1.199224938572669E18,1.1992309736930916E18
-0.013799999999999812,2.6685769542392904E18,2.6685912725611136E18
-0.012699999999999712,6.32828173256171E18,6.328318165599184E18
-0.01159999999999961,1.6178602692807516E19,1.617870339038778E19
-0.01049999999999951,4.526594274181197E19,4.526625009798521E19
-0.009399999999999409,1.4140857796681631E20,1.4140963705340846E20
-0.008299999999999308,5.070017614216416E20,5.070060080147514E20
-0.007199999999999207,2.1699423431643934E21,2.1699630327174041E21
-0.006099999999999994,1.175992451687347E22,1.1760055205259234E22
-0.004999999999999893,8.869105373982781E22,8.869224114693685E22
-0.0038999999999997925,1.0983943679431729E24,1.0984129850670341E24
-0.0027999999999996916,3.1159923573576706E25,3.1160649994059022E25
-0.0016999999999995907,4.7250663913553783E27,4.72524555015404E27
-5.999999999994898E-4,1.6257487851409377E32,1.625921259810647E32
5.000000000006111E-4,2.3131722785720813E8,5.687464487070327E7
0.001600000000000712,6.12598336859082E7,3.572632388508026E7
0.0026999999999999247,3.109279367395359E7,2.387327296907209E7
0.0038000000000000256,1.931445122843173E7,1.6781115816424564E7
0.0049000000000001265,1.3294094372266233E7,1.2295055417942263E7
0.006000000000000227,9745011.355174212,9320024.957555572
0.007100000000000328,7456727.453783465,7265906.133832999
0.00820000000000043,5887177.094298084,5797931.804840839
0.00930000000000053,4760518.179600155,4717422.82395593
0.010400000000000631,3923028.2055533775,3901674.4176533935
0.011500000000000732,3282989.969640325,3272181.896271426
0.012599999999999945,2782687.0559189846,2777118.266390681
0.013700000000000045,2384210.3808318134,2381297.2554350374
0.014800000000000146,2061768.302331453,2060224.3493047697
0.015900000000000247,1797288.1088387063,1796460.4357512994
0.017000000000000348,1577784.2533560114,1577336.0779166482
0.01810000000000045,1393722.6510769294,1393477.784152025
0.01920000000000055,1237970.3969954415,1237835.522396236
0.02030000000000065,1105102.0748745585,1105027.2300010996
0.021400000000000752,990930.1260420011,990888.3016390862
0.022499999999999964,892179.8939045224,892144.9658590743
0.023600000000000065,806260.3668685611,806229.9457502796
0.024700000000000166,731099.5990886174,731074.8169186693
0.025800000000000267,665024.6957782563,665001.3544791267
0.026900000000000368,606673.0442998164,606652.6887391775
0.02800000000000047,554925.8018884929,554907.4851366142
0.02910000000000057,508857.4671242387,508842.5006001563
0.03020000000000067,467697.2287022847,467682.9677355445
0.03130000000000077,430799.0433330663,430786.8251914685
0.032399999999999984,397618.256292714,397607.5651273383
0.033500000000000085,367693.17683187523,367683.62383851444
0.034600000000000186,340630.44219752867,340621.7267305765
0.03570000000000029,316093.30453674763,316085.18685447244
0.03680000000000039,293792.1916651973,293784.47325191443
0.03790000000000049,273477.0506477595,273470.7024041177
0.03900000000000059,254931.09944207696,254924.84135515874
0.04010000000000069,237965.69829272397,237960.41269394997
0.04120000000000079,222416.11737221075,222410.71660822676
0.042300000000000004,208138.02616224217,208133.34364382297
0.043400000000000105,195004.56740151637,195000.46395203003
0.044500000000000206,182903.90708281889,182900.2727062798
0.04560000000000031,171737.1741324326,171733.20670025816
0.04670000000000041,161416.72063932123,161413.11531426854
0.04780000000000051,151864.64699587965,151861.33631424524
0.04890000000000061,143011.54693933172,143008.4750354251
0.05000000000000071,134795.4359033697,134792.5558726665
0.05109999999999992,127160.8327918303,127158.10462545542
0.052200000000000024,120057.97065463317,120055.88971068869
0.053300000000000125,113442.11606230745,113440.11363451059
0.054400000000000226,107272.98046464796,107271.03380050683
0.05550000000000033,101514.20965119597,101512.29778189809
0.05660000000000043,96132.93974049838,96131.04278902539
0.05770000000000053,91099.4100154271,91097.93003857468
0.05880000000000063,86386.62447550183,86385.13333619376
0.05990000000000073,81970.05525894182,81968.53751145999
0.06099999999999994,77827.38214844489,77826.18443733081
0.062100000000000044,73938.26325651043,73937.02550595546
0.06320000000000014,70284.13272135447,70283.14996649254
0.06430000000000025,66848.02185924417,66846.99080179365
0.06540000000000035,63614.40073510321,63613.30791261608
0.06650000000000045,60569.03754732152,60568.16043168286
0.06760000000000055,57698.873589148105,57697.92983122873
0.06870000000000065,54991.911859166314,54991.149999177855
0.06980000000000075,52437.11765654053,52436.285509132926
0.07089999999999996,50024.32972066343,50023.654150498995
0.07200000000000006,47744.18066585989,47743.431615099485
0.07310000000000016,45588.02562518269,45587.41413638888
0.07420000000000027,43547.878157318206,43547.189903126804
0.07530000000000037,41616.35259096569,41615.78766915666
0.07640000000000047,39786.612084613815,39786.1480090289
0.07750000000000057,38052.32176902848,38051.78911883583
0.07860000000000067,36407.60641708915,36407.16653179303
0.07970000000000077,34847.01215252026,34846.499604889505
0.08079999999999998,33365.47176731617,33365.04627409216
0.08190000000000008,31958.27326814682,31957.919780960245
0.08300000000000018,30621.031316188855,30620.611315784226
0.08410000000000029,29349.66126325913,29349.31056424138
0.08520000000000039,28140.35552086365,28140.06248111825
0.08630000000000049,26989.562028173874,26989.206980419378
0.08740000000000059,25893.964610947474,25893.66646409739
0.08850000000000069,24850.465046065558,24850.214514084426
0.08960000000000079,23856.166666447647,23855.85711401481
0.0907,22908.359358758644,22908.097978498583
0.0918000000000001,22004.50582191606,22004.284980178763
0.0929000000000002,21142.22896825126,21141.95066956023
0.0940000000000003,20319.300361297985,20319.064102943543
0.0951000000000004,19533.629595140934,19533.42891161992
0.09620000000000051,18783.25452985544,18783.083962809316
0.09730000000000061,18066.332306033473,18066.11215046157
0.09840000000000071,17381.131069162806,17380.94308598104
0.09950000000000081,16726.022341330518,16725.86174218208
0.10060000000000002,16099.47398382515,16099.336702170303
0.10170000000000012,15500.04369962872,15499.862190976119
0.10280000000000022,14926.373029656266,14926.217174998721
0.10390000000000033,14377.181800937604,14377.047906964435
0.10500000000000043,13851.262988841934,13851.14790074749
0.10610000000000053,13347.477958964291,13347.32205579491
0.10720000000000063,12864.752057419695,12864.617460035677
0.10830000000000073,12402.070521142017,12401.954264252048
0.10939999999999994,11958.474682332931,11958.374218583453
0.11050000000000004,11533.058443507109,11532.971583860442
0.11160000000000014,11124.965001665987,11124.843948669431
0.11270000000000024,10733.383801998756,10733.278694939427
0.11380000000000035,10357.547703217922,10357.456402223967
0.11490000000000045,9996.73033817207,9996.650994152636
0.11600000000000055,9650.243654768534,9650.174669427424
0.11710000000000065,9317.435623505859,9317.33668277846
0.11820000000000075,8997.688099061756,8997.601718437734
0.11929999999999996,8690.414824424939,8690.33937969114
0.12040000000000006,8395.059567004972,8394.993646605697
0.12150000000000016,8111.094377021965,8111.036753886866
0.12260000000000026,7838.017959255179,7837.932870650523
0.12370000000000037,7575.354149953735,7575.2794677048505
0.12480000000000047,7322.6504913611025,7322.584919634999
0.12590000000000057,7079.476896903097,7079.419303213512
0.12700000000000067,6845.424400633734,6845.373795009526
0.12810000000000077,6620.103985031595,6620.059501874727
0.12919999999999998,6403.145481695431,6403.1063639766635
0.13030000000000008,6194.19653990417,6194.13660568025
0.13140000000000018,5992.921658392639,5992.868749170343
0.13250000000000028,5799.001276038927,5798.9545529553525
0.13360000000000039,5612.130917487966,5612.089643069755
0.13470000000000049,5432.020390026675,5431.983915796323
0.1358000000000006,5258.393028300478,5258.360783915692
0.1369000000000007,5090.984983709239,5090.956467443438
0.1380000000000008,4929.544555551215,4929.49919721101
0.1391,4773.831561195091,4773.7912979547
0.1402000000000001,4623.616742754247,4623.580991537645
0.1413000000000002,4478.6812079196125,4478.6494531765875
0.1424000000000003,4338.815902769425,4338.787688568566
0.1435000000000004,4203.821114529629,4203.79603758846
0.1446000000000005,4073.506002400336,4073.4837059394376
0.1457000000000006,3947.6881546921554,3947.651302586805
0.1468000000000007,3826.193170638538,3826.1602851127886
0.1479000000000008,3708.8542653610334,3708.824911734485
0.14900000000000002,3595.5118965681827,3595.485688350861
0.15010000000000012,3486.0134116634786,3485.990005155445
0.15120000000000022,3380.212714028474,3380.191803531544
0.15230000000000032,3277.9699473260357,3277.9512608973682
0.15340000000000042,3179.1511967478828,3179.1344924336518
0.15450000000000053,3083.6282062010514,3083.613268694044
0.15560000000000063,2991.278110489251,2991.2522570200313
0.15670000000000073,2901.9831816137507,2901.959982901748
0.15779999999999994,2815.6305883677715,2815.6097668462376
0.15890000000000004,2732.112168454809,2732.0934759081556
0.16000000000000014,2651.324212410331,2651.3074268381156
0.16110000000000024,2573.167258649801,2573.1521814694784
0.16220000000000034,2497.545899010693,2497.5323525621106
0.16330000000000044,2424.368594194448,2424.3564195130584
0.16440000000000055,2353.547498551494,2353.5365533811396
0.16550000000000065,2284.998293686883,2284.9884507059555
0.16660000000000075,2218.6400303960936,2218.622110460292
0.16769999999999996,2154.394978470112,2154.378810741263
0.16880000000000006,2092.1884839390304,2092.1738939826914
0.16990000000000016,2031.9488333434103,2031.9356642819168
0.17100000000000026,1973.607124656512,1973.5952353841485
0.17210000000000036,1917.0971444942911,1917.0864080760575
0.17320000000000046,1862.3552512765104,1862.345553511067
0.17430000000000057,1809.3202640205334,1809.3115021504386
0.17540000000000067,1757.933356468328,1757.9254380222
0.17650000000000077,1708.1379562646039,1708.1307980175714
0.17759999999999998,1659.8796489203853,1659.8731759606653
0.17870000000000008,1613.1060863114194,1613.0936293647312
0.17980000000000018,1567.7668994759397,1567.7556005021268
0.18090000000000028,1523.8136154884094,1523.803364943506
0.18200000000000038,1481.1995781998944,1481.1902770119705
0.18310000000000048,1439.879872646674,1439.871431205344
0.18420000000000059,1399.8112529396647,1399.8035901846122
0.1853000000000007,1360.9520734608705,1360.9451160572564
0.1864000000000008,1323.2622231934201,1323.2559047899292
0.1875,1286.7030630366505,1286.6973235936339
0.1886000000000001,1251.237365948413,1251.2321511332377
0.1897000000000002,1216.8292597830723,1216.8245204216573
0.1908000000000003,1183.4441726827044,1183.439864265623
0.1919000000000004,1151.0487809022625,1151.0448631382858
0.1930000000000005,1119.6109589469775,1119.602923503259
0.1941000000000006,1089.099731909664,1089.092404436058
0.1952000000000007,1059.4852299012757,1059.4785469417573
0.1963000000000008,1030.7386444735678,1030.7325483164873
0.19740000000000002,1002.8321869382261,1002.8266250917909
0.19850000000000012,975.7390484915836,975.7339732076616
0.19960000000000022,949.4333620593678,949.4287299011343
0.20070000000000032,923.8901657794645,923.8859372288107
0.20180000000000042,899.0853680458591,899.0815071468616
0.20290000000000052,874.9957140402656,874.9921880753777
0.20400000000000063,851.5987536819898,851.5955328779173
0.20510000000000073,828.872810929987,828.8698681905715
0.20619999999999994,806.7969543748388,806.7942650381412
0.20730000000000004,785.3509690602062,785.3485106781729
0.20840000000000014,764.5153294788324,764.5130816168206
0.20950000000000024,744.2711736880804,744.26621713141
0.21060000000000034,724.6002784947785,724.5957348645534
0.21170000000000044,705.4850356607354,705.4808699807459
0.21280000000000054,686.9084290829281,686.9046093670178
0.21390000000000065,668.8540129046008,668.8505098990543
0.21500000000000075,651.3058905156465,651.3026774639461
0.21609999999999996,634.2486944026846,634.2457468306947
0.21720000000000006,617.6675668111167,617.6648623308878
0.21830000000000016,601.5481411834833,601.5456593140701
0.21940000000000026,585.8765243397553,585.8742463435223
0.22050000000000036,570.639279367268,570.6371881003796
0.22160000000000046,555.8234091892805,555.821488965097
0.22270000000000056,541.4163407827062,541.4145772469999
0.22380000000000067,527.4059100170261,527.4042900338975
0.22490000000000077,513.7803470874114,513.7788586351395
0.22599999999999998,500.5282625168929,500.5268945926976
0.22710000000000008,487.63863370297184,487.6373762359759
0.22820000000000018,475.10079198574545,475.0977817472907
0.22930000000000028,462.90441021525595,462.9016367060012
0.23040000000000038,451.0394907971105,451.03693511078774
0.23150000000000048,439.49635419623314,439.49399894904514
0.23260000000000058,428.26562787955226,428.2634570867297
0.23370000000000068,417.3382356793271,417.336234641776
0.23480000000000079,406.7053875596187,406.70354275981316
0.2359,396.3585697692465,396.3568687756144
0.2370000000000001,386.2895353652193,386.2879667443149
0.2381000000000002,376.49029509156594,376.4888483274002
0.2392000000000003,366.953108598845,366.9517740187711
0.2403000000000004,357.67047599056116,357.6692446972009
0.2414000000000005,348.63512968318133,348.63399349186903
0.2425000000000006,339.8400265670447,339.83897794835883
0.2436000000000007,331.27834045604567,331.27737248300303
0.2447000000000008,322.9434548144921,322.94256111402325
0.24580000000000002,314.82895575004216,314.8281304584009
0.24690000000000012,306.92862526207807,306.9278629838647
0.24800000000000022,299.2364347354582,299.23573050595786
0.24910000000000032,291.74653866981055,291.74588792037196
0.2502000000000004,284.4532686351581,284.4526671613901
0.2513000000000005,277.35112744496024,277.3495398417269
0.2524000000000006,270.4347835380374,270.4333134099028
0.2535000000000007,263.6990655612438,263.69770408991025
0.25459999999999994,257.1389571450751,257.1376961789241
0.25570000000000004,250.74959186470196,250.74842386811068
0.25680000000000014,244.52624837934638,244.5251663858858
0.25790000000000024,238.46434574303308,238.46334331224082
0.25900000000000034,232.55943888021287,232.5585100576659
0.26010000000000044,226.80721421993007,226.80635350036758
0.26120000000000054,221.2034854824937,221.20268777575328
0.26230000000000064,215.74418961286264,215.74345021241191
0.26340000000000074,210.42538285518887,210.42469740905864
0.26449999999999996,205.24323696320687,205.2426014471347
0.26560000000000006,200.19403554132074,200.1934462339423
0.26670000000000016,195.2741705115703,195.27362397149568
0.26780000000000026,190.48013870168035,190.47963174631855
0.26890000000000036,185.8085385497533,185.80806823574045
0.27000000000000046,181.25606692124768,181.2556305263673
0.27110000000000056,176.8195160340971,176.81911104057122
0.27220000000000066,172.49577048797917,172.4953945670274
0.27330000000000076,168.28180439390994,168.28145539148383
0.2744,164.17467860048654,164.1743545240809
0.2755000000000001,160.17153801323622,160.1712370197035
0.2766000000000002,156.26960900372464,156.26932938801312
0.2777000000000003,152.46619690510383,152.4659370898468
0.2788000000000004,148.75868359102103,148.7579142127884
0.2799000000000005,145.1445251348621,145.14380925244043
0.2810000000000006,141.6212495464445,141.62058339306145
0.2821000000000007,138.1864545833781,138.18583465897729
0.2832000000000008,134.83780563445785,134.83722868672612
0.2843,131.5730336724479,131.57249667922574
0.2854000000000001,128.38993327387334,128.3894334268032
0.2865000000000002,125.28636070341842,125.28589539275995
0.2876000000000003,122.26023206062135,122.25979886115364
0.2887000000000004,119.30952148671031,119.30911814463606
0.2898000000000005,116.43225942945433,116.43188385023774
0.2909000000000006,113.626530963998,113.62618120106725
0.2920000000000007,110.89047416773172,110.89014841198816
0.2931000000000008,108.22227854731233,108.22197511738464
0.2942,105.62018351603284,105.61990084922442
0.2953000000000001,103.08247691978085,103.08221356366202
0.2964000000000002,100.60749360994745,100.60724821454339
0.2975000000000003,98.19361406162483,98.19338537216112
0.2986000000000004,95.83926303557499,95.83904988573653
0.2997000000000005,93.54290828245703,93.5427095881273
0.3008000000000006,91.3030592878767,91.30287404132017
0.3019000000000007,89.11826605686717,89.11809332132565
0.30299999999999994,86.98711793646923,86.98695684114158
0.30410000000000004,84.90824247510929,84.90809221048661
0.30520000000000014,82.88030431756044,82.88016413109213
0.30630000000000024,80.90200413424746,80.90187332632674
0.30740000000000034,78.97207758382463,78.97195550401796
0.30850000000000044,77.08929430776838,77.08918035136685
0.30960000000000054,75.25245695609118,75.25235056087287
0.31070000000000064,73.460400243018,73.46030088624718
0.31180000000000074,71.71199003167746,71.7118972273159
0.31289999999999996,70.00612244684251,70.00580673285336
0.31400000000000006,68.34172301478688,68.34142791677897
0.31510000000000016,66.71774582938393,66.71746998743733
0.31620000000000026,65.13317274356099,65.13291488777844
0.31730000000000036,63.58701258529761,63.5867715298362
0.31840000000000046,62.07830039736009,62.078075034858216
0.31950000000000056,60.60609669999813,60.605885996373644
0.32060000000000066,59.1694867758596,59.169289765452234
0.32170000000000076,57.76757997640292,57.76739575744042
0.3228,56.399509049112545,56.39933677947607
0.3239000000000001,55.064429484840474,55.06426837811348
0.3250000000000002,53.76151888464539,53.761368206421714
0.3261000000000003,52.48997634547689,52.48983540991666
0.3272000000000004,51.24902186412454,51.24889003073628
0.3283000000000005,50.037895758837124,50.037772429474536
0.3294000000000006,48.855858108053305,48.85574272411044
0.3305000000000007,47.7021882056992,47.70208024549249
0.3316000000000008,46.57618403252879,46.576083008851846
0.3327,45.47716174300028,45.47706720084117
0.3338000000000001,44.404455167193184,44.40436668160253
0.3349000000000002,43.357415327307294,43.35733250140862
0.3360000000000003,42.33540996825477,42.33533243139824
0.3371000000000004,41.337823101992456,41.33775050798352
0.3382000000000005,40.364054564978055,40.36398659049172
0.3393000000000006,39.41351958857841,39.413455931635376
0.3404000000000007,38.48564838185538,38.48558876040871
0.3415000000000008,37.57988572641134,37.579829877028295
0.3426,36.69569058291348,36.69563825954286
0.3437000000000001,35.83253570892945,35.83248668175141
0.3448000000000002,34.98990728773856,34.989861342091075
0.3459000000000003,34.16730456776721,34.16726150314242
0.3470000000000004,33.36423951233202,33.36419914144029
0.3481000000000005,32.58023645937386,32.58019860726878
0.3492000000000006,31.814831790875065,31.814796294137345
0.3503000000000007,31.067573611669317,31.067540317643456
0.3514000000000008,30.338021437355067,30.337990203438334
0.35250000000000004,29.625745891040047,29.625716584016285
0.35360000000000014,28.930328408644765,28.930300904064456
0.35470000000000024,28.25136095251602,28.251249960340026
0.35580000000000034,27.58844573308874,27.58834156884188
0.35690000000000044,26.941194938363306,26.941097179560956
0.35800000000000054,26.309230470959825,26.309138721272333
0.35910000000000064,25.692183692524715,25.692097580160862
0.36020000000000074,25.08969517526852,25.08961435145789
0.36129999999999995,24.501414460425092,24.50133859799443
0.36240000000000006,23.926999823421493,23.926928615459673
0.36350000000000016,23.36611804556883,23.366051204173182
0.36460000000000026,22.81844419207019,22.81838144717096
0.36570000000000036,22.283661396166533,22.283602494423715
0.36680000000000046,21.76146064923796,21.761405353006303
0.36790000000000056,21.251540596672477,21.251488683042027
0.36900000000000066,20.753607339402485,20.753558599253893
0.37010000000000076,20.267374240776018,20.267328477958188
0.3712,19.79256173882432,19.792518769341875
0.3723000000000001,19.32889716360722,19.328856814868143
0.3734000000000002,18.876114559556108,18.876076669665693
0.3745000000000003,18.433954512652313,18.43391892975086
0.3756000000000004,18.00216398231629,18.002130563947027
0.3767000000000005,17.58049613780655,17.580464750364268
0.3778000000000006,17.16871019915494,17.168680717307716
0.3789000000000007,16.766571282300593,16.76654358848681
0.3800000000000008,16.373850248455827,16.373824232402907
0.3811,15.990323557521698,15.990299115794215
0.3822000000000001,15.61577312544575,15.615750161021873
0.3833000000000002,15.249986185413725,15.249964607287515
0.3844000000000003,14.892755152759827,14.892734875568358
0.3855000000000004,14.543877493494291,14.543858437167822
0.3866000000000005,14.203155596343805,14.203137685777353
0.3877000000000006,13.870396648204904,13.87037981295052
0.3888000000000007,13.545412512914607,13.545396686892296
0.3899000000000008,13.228019613243925,13.22800473447093
0.391,12.91803881602395,12.91802482636019
0.3921000000000001,12.615295320314642,12.615282165224489
0.3932000000000002,12.319618548534859,12.319606176863381
0.3943000000000003,12.030842040465487,12.030830404228496
0.3954000000000004,11.748803350048968,11.748792404236186
0.3965000000000005,11.473343944905656,11.473333647296139
0.3976000000000006,11.204309108491643,11.2042994194805
0.3987000000000007,10.941547844824289,10.941538727260168
0.3998000000000008,10.68491278570437,10.684904204737126
0.40090000000000003,10.434260100365643,10.434252023303324
0.40200000000000014,10.189449407483583,10.189441803658317
0.40310000000000024,9.950343689481015,9.95033653012329
0.40420000000000034,9.716809209063296,9.71680246718396
0.40530000000000044,9.488715427924747,9.488709078204282
0.40640000000000054,9.265934927565407,9.265928946250325
0.40750000000000064,9.048343332160448,9.048337696965705
0.40860000000000074,8.835819233424617,8.835790827818006
0.40969999999999995,8.628244117425604,8.628217373434964
0.41080000000000005,8.425502293271315,8.425477113859131
0.41190000000000015,8.227480823650843,8.227457117423748
0.41300000000000026,8.034069457153553,8.034047138035959
0.41410000000000036,7.84516056232959,7.84513954925585
0.41520000000000046,7.660649063441951,7.660629280066359
0.41630000000000056,7.480432377864459,7.480413752288062
0.41740000000000066,7.304410355081541,7.304392819594427
0.41850000000000076,7.132485217246075,7.132468708084706
0.4196,6.964561501253933,6.964545958372397
0.4207000000000001,6.800546002293486,6.800531369147886
0.4218000000000002,6.6403477188324675,6.640333942177785
0.4229000000000003,6.483877799001071,6.4838648286997955
0.4240000000000004,6.331049488335972,6.331037277177626
0.4251000000000005,6.181778078848021,6.181766582379259
0.4262000000000006,6.035980859378615,6.035970035742991
0.4273000000000007,5.893577067210299,5.893566876997405
0.4284000000000008,5.754487840898364,5.754478247001582
0.4295,5.618636174291098,5.618627141773659
0.4306000000000001,5.485946871706629,5.485938367675312
0.4317000000000002,5.356346504237292,5.356338497723553
0.4328000000000003,5.229763367149672,5.229755828997525
