X,Результаты модуля (RealMathModule),Результаты модуля (IterMathModule)
-3.0069,-1.7727661132510914E10,-1.772766172039427E10
-3.0058,-1.5180446046533817E10,-1.5180446542931768E10
-3.0046999999999997,-1.3006764823434435E10,-1.3006765242710741E10
-3.0035999999999996,-1.1150610496046974E10,-1.1150610850295963E10
-3.0025,-9.56457488055493E9,-9.564575179942362E9
-3.0014,-8.208495289660153E9,-8.208495542748578E9
-3.0002999999999997,-7.048319734485218E9,-7.048319948481418E9
-2.9991999999999996,-6.055154411293019E9,-6.055154592271216E9
-2.9981,-5.204463427512063E9,-5.204463580590767E9
-2.997,-4.475395804436602E9,-4.475395933936546E9
-2.9959,-3.8502189942937274E9,-3.8502191038595138E9
-2.9947999999999997,-3.3138416243483963E9,-3.3138417170566874E9
-2.9937,-2.8534110589509225E9,-2.853411137399344E9
-2.9926,-2.457973756968558E9,-2.4579738233522263E9
-2.9915,-2.1181883831454165E9,-2.1181884393199377E9
-2.9903999999999997,-1.8260832781807823E9,-1.8260833257146893E9
-2.9892999999999996,-1.5748512618341093E9,-1.574851302052557E9
-2.9882,-1.3586758837638297E9,-1.3586759177900338E9
-2.9871,-1.172584187515103E9,-1.172584216297543E9
-2.9859999999999998,-1.0123218462629994E9,-1.0123218706059378E9
-2.9848999999999997,-8.742471915675942E8,-8.742472121514207E8
-2.9838,-7.552412102956628E8,-7.552412276962752E8
-2.9827,-6.526310484883972E8,-6.526310631935372E8
-2.9816,-5.641249492647198E8,-5.641249616877095E8
-2.9804999999999997,-4.8775687742955613E8,-4.87756887920368E8
-2.9793999999999996,-4.2183935667860526E8,-4.218393655337768E8
-2.9783,-3.6492327476950437E8,-3.649232822404375E8
-2.9772,-3.157636049530925E8,-3.157636112524667E8
-2.9760999999999997,-2.732901542651904E8,-2.732901595735708E8
-2.9749999999999996,-2.365825859750956E8,-2.365825904452794E8
-2.9739,-2.0484907867229408E8,-2.0484908243380603E8
-2.9728,-1.7740808164605016E8,-1.7740808480856854E8
-2.9717,-1.5367270822909993E8,-1.5367271088552305E8
-2.9705999999999997,-1.3313737807040708E8,-1.3313738029946193E8
-2.9695,-1.1536637788773303E8,-1.153663797560945E8
-2.9684,-9.998405981662373E7,-9.998406138073637E7
-2.9673,-8.666643844617827E7,-8.666643975381759E7
-2.9661999999999997,-7.513398319525498E7,-7.51339842868402E7
-2.9650999999999996,-6.514543284105756E7,-6.514543375074552E7
-2.964,-5.649248460232187E7,-5.649248535908356E7
-2.9629,-4.899523191063689E7,-4.899523253885539E7
-2.9617999999999998,-4.2498243466791406E7,-4.2498243987147205E7
-2.9606999999999997,-3.686719188219108E7,-3.686719231210218E7
-2.9596,-3.1985953562559694E7,-3.1985953916740324E7
-2.9585,-2.7754112866722375E7,-2.775411315757842E7
-2.9574,-2.408481326299059E7,-2.4084813500981674E7
-2.9562999999999997,-2.090290646648895E7,-2.0902906660409026E7
-2.9551999999999996,-1.814335758725302E7,-1.8143357744508054E7
-2.9541,-1.5749870333261413E7,-1.5749870460084766E7
-2.953,-1.3673701448731674E7,-1.367370155033699E7
-2.9518999999999997,-1.1872637956906687E7,-1.1872638037680961E7
-2.9507999999999996,-1.0310114529415073E7,-1.0310114593024213E7
-2.9497,-8954451.51416168,-8954451.56367898
-2.9486,-7778196.901663033,-7778196.9396516625
-2.9475,-6757557.862783178,-6757557.8913779175
-2.9463999999999997,-5871909.507122255,-5871909.528100658
-2.9453,-5103370.239880305,-5103370.2547177905
-2.9442,-4436434.5775353275,-4436434.587453958
-2.9431,-3857655.555007587,-3857655.561016232
-2.9419999999999997,-3355369.9492678414,-3355369.952199589
-2.9408999999999996,-2919460.482619886,-2919460.4831561595
-2.9398,-2541149.9751896816,-2541149.973890148
-2.9387,-2212823.1093974584,-2212823.1067159274
-2.9375999999999998,-1927872.0654331122,-1927872.0617390522
-2.9364999999999997,-1680562.799889892,-1680562.7954789044
-2.9354,-1465919.181380871,-1465919.1764907234
-2.9343,-1279622.5774357694,-1279622.572255062
-2.9332,-1117924.8146981117,-1117924.8093745974
-2.9320999999999997,-977572.7169811395,-977572.7116297181
-2.9309999999999996,-855742.669330673,-855742.664039206
-2.9299,-749983.8663772746,-749983.8612117909
-2.9288,-658169.0845729957,-658169.0795814687
-2.9276999999999997,-578451.9744395721,-578451.9696553997
-2.9265999999999996,-509230.00410531455,-509229.9995510295
-2.9255,-449112.30217305693,-449112.2978614295
-2.9244,-396891.74883626116,-396891.74477344286
-2.9233,-351520.7513839069,-351520.7475701743
-2.9221999999999997,-312090.2156251721,-312090.21205691394
-2.9211,-277811.28999548894,-277811.28666564263
-2.92,-247999.51552579273,-247999.51242524773
-2.9189,-222061.06369688854,-222061.06081490245
-2.9177999999999997,-199480.78647058268,-199480.78379533545
-2.9166999999999996,-179811.83939894367,-179811.83691808255
-2.9156,-162666.6704178606,-162666.66811881107
-2.9145,-147709.19439979346,-147709.19227002613
-2.9133999999999998,-134647.99734443845,-134647.99537160323
-2.9122999999999997,-123230.43471825597,-123230.43289042621
-2.9112,-113237.5063414056,-113237.50464711938
-2.9101,-104479.40573181394,-104479.40416019996
-2.909,-96791.65526956519,-96791.65381034242
-2.9078999999999997,-90031.75021560607,-90031.7488591535
-2.9067999999999996,-84076.24474571065,-84076.24348302836
-2.9057,-78818.2219482352,-78818.220770983
-2.9046,-74165.09736250096,-74165.09626296557
-2.9034999999999997,-70036.71225616185,-70036.71122722335
-2.9023999999999996,-66363.67858949683,-66363.67762463863
-2.9013,-63085.94260717982,-63085.941700411335
-2.9002,-60151.53833390519,-60151.537479777704
-2.8991,-57515.50601687307,-57515.505210416166
-2.8979999999999997,-55138.95382935993,-55138.95306605849
-2.8969,-52988.24399241483,-52988.24326817377
-2.8958,-51034.286941131955,-51034.28625224384
-2.8947,-49251.92930806385,-49251.928651183014
-2.8935999999999997,-47619.42336111653,-47619.42273322345
-2.8924999999999996,-46117.96715400997,-46117.96655239104
-2.8914,-44731.30605589343,-44731.30547809731
-2.8903,-43445.38755088328,-43445.38699471807
-2.8891999999999998,-42248.06226247993,-42248.061725975116
-2.8880999999999997,-41128.82508248752,-41128.82456388079
-2.887,-40078.59108814119,-40078.590585851874
-2.8859,-39089.50162974376,-39089.50114235887
-2.8848,-38154.756578569744,-38154.75610482879
-2.8836999999999997,-37268.46925257383,-37268.46879134768
-2.8825999999999996,-36425.54099631727,-36425.54054660045
-2.8815,-35621.55279023118,-35621.552351126236
-2.8804,-34852.67161088823,-34852.671181592865
-2.8792999999999997,-34115.56956504877,-34115.569144850124
-2.8781999999999996,-33407.35408195957,-33407.35367022073
-2.8771,-32725.507675658755,-32725.507271811523
-2.876,-32067.83598657175,-32067.835590109764
-2.8749,-31432.422983240867,-31432.422593711497
-2.8737999999999997,-30817.592353978787,-30817.59197097752
-2.8727,-30221.874247684784,-30221.873870850774
-2.8716,-29643.976635341078,-29643.976264350735
-2.8705,-29082.760661266893,-29082.760295830212
-2.8693999999999997,-28537.219437817927,-28537.21907767484
-2.8682999999999996,-28006.45981068246,-28006.459455598604
-2.8672,-27489.686685624278,-27489.684320895096
-2.8661,-26986.189562800228,-26986.18727388514
-2.8649999999999998,-26495.33097268856,-26495.32875379712
-2.8638999999999997,-26016.536549205317,-26016.534395310657
-2.8628,-25549.286511588423,-25549.28441831732
-2.8617,-25093.108357818328,-25093.10632134982
-2.8606,-24647.57059934247,-24647.56861632836
-2.8594999999999997,-24212.277390278043,-24212.275457770254
-2.8583999999999996,-23786.863924475438,-23786.862039866748
-2.8573,-23370.992491362358,-23370.990652337154
-2.8562,-22964.34909661366,-22964.347301101396
-2.8550999999999997,-22566.640566771523,-22566.638812915797
-2.8539999999999996,-22177.59206827718,-22177.59035439788
-2.8529,-21796.944981089964,-21796.943305664834
-2.8518,-21424.45507556364,-21424.45343719968
-2.8507,-21059.890948447057,-21059.889345865693
-2.8495999999999997,-20703.032680211683,-20703.031112231307
-2.8485,-20353.6706812594,-20353.66914678355
-2.8474,-20011.604699252766,-20011.60319725743
-2.8463,-19676.64296378336,-19676.641493307656
-2.8451999999999997,-19348.601448063524,-19348.60000820314
-2.8440999999999996,-19027.303230265385,-19027.301820163888
-2.843,-18712.57793968547,-18712.57655853107
-2.8419,-18404.261275089233,-18404.259922106892
-2.8407999999999998,-18102.194584455392,-18102.193258905736
-2.8396999999999997,-17806.224496957464,-17806.223198131753
-2.8386,-17516.202599370463,-17516.20132658793
-2.8375,-17231.98515028067,-17231.983902885888
-2.8364,-16953.432826468248,-16953.431603829747
-2.8352999999999997,-16680.41049669897,-16680.4092982072
-2.8341999999999996,-16412.787018873154,-16412.785843937345
-2.8331,-16150.43505711745,-16150.433905167285
-2.832,-15893.230915930128,-15893.229786412176
-2.8308999999999997,-15641.054388929806,-15641.05328130736
-2.8297999999999996,-15393.788620150994,-15393.78753390316
-2.8287,-15151.3199761458,-15151.318910767108
-2.8276,-14913.537927428457,-14913.536882427536
-2.8265,-14680.334938025204,-14680.333912923454
-2.8253999999999997,-14451.606362091212,-14451.605356425132
-2.8242999999999996,-14227.2503467272,-14227.249360044234
-2.8232,-14007.167740246388,-14007.166772106753
-2.8221,-13791.262005281827,-13791.261055258079
-2.8209999999999997,-13579.43913621328,-13579.43820388846
-2.8198999999999996,-13371.607580462334,-13371.606665430485
-2.8188,-13167.678163294151,-13167.67726516046
-2.8177,-12967.564015807597,-12967.5631341875
-2.8165999999999998,-12771.180505843526,-12771.179640361974
-2.8154999999999997,-12578.445171585909,-12578.44432187807
-2.8144,-12389.277657660261,-12389.276823370285
-2.8133,-12203.59965356089,-12203.59883434218
-2.8122,-12021.334834262552,-12021.334029777358
-2.8110999999999997,-11842.408802889078,-11842.40801280831
-2.8099999999999996,-11666.749035329278,-11666.748259332104
-2.8089,-11494.284826700492,-11494.28406447391
-2.8078,-11324.947239572286,-11324.946490811903
-2.8066999999999998,-11158.669053874617,-11158.668318283044
-2.8055999999999996,-10995.384718413696,-10995.383995701382
-2.8045,-10835.030303934163,-10835.029593818595
-2.8034,-10677.543457666312,-10677.542759871727
-2.8023,-10522.863359300401,-10522.862673558278
-2.8011999999999997,-10370.930678338898,-10370.930004387446
-2.8000999999999996,-10221.687532774606,-10221.686870358279
-2.799,-10075.077449048264,-10075.076797917589
-2.7979,-9931.04532324143,-9931.044683153428
-2.7967999999999997,-9789.537383463225,-9789.536754180639
-2.7956999999999996,-9650.501153388866,-9650.500534680648
-2.7946,-9513.885416911837,-9513.884808551802
-2.7935,-9379.640183870055,-9379.639585638155
-2.7923999999999998,-9247.716656815108,-9247.716068496182
-2.7912999999999997,-9118.067198782812,-9118.066620167174
-2.7902,-8990.645302037878,-8990.644732920893
-2.7891,-8865.405557755868,-8865.40499793755
-2.788,-8742.30362661342,-8742.30307589903
-2.7868999999999997,-8621.296210256522,-8621.295668455208
-2.7857999999999996,-8502.341023615254,-8502.340490541466
-2.7847,-8385.396768041841,-8385.396243513822
-2.7836,-8270.423105238493,-8270.42258907926
-2.7824999999999998,-8157.38063195549,-8157.380123992046
-2.7813999999999997,-8046.230855428606,-8046.230355491933
-2.7803,-7936.936169534939,-7936.93567746022
-2.7792,-7829.459831643227,-7829.459347269092
-2.7781,-7723.765940134576,-7723.76546330384
-2.7769999999999997,-7619.819412573939,-7619.818943132777
-2.7758999999999996,-7517.585964509709,-7517.585502308064
-2.7748,-7417.032088881804,-7417.031633773009
-2.7737,-7318.125036019815,-7318.124587860502
-2.7725999999999997,-7220.832794210279,-7220.832352860425
-2.7714999999999996,-7125.124070817229,-7125.123636140227
-2.7704,-7030.968273938411,-7030.967845800384
-2.7693,-6938.335494577623,-6938.335072847991
-2.7681999999999998,-6847.196489322402,-6847.196073873629
-2.7670999999999997,-6757.5226635061945,-6757.522254213393
-2.766,-6669.286054843465,-6669.285651584714
-2.7649,-6582.459317521499,-6582.458920177762
-2.7638,-6497.015706737437,-6497.01531519201
-2.7626999999999997,-6412.929063663158,-6412.928677802226
-2.7615999999999996,-6330.173800829596,-6330.173420541831
-2.7605,-6248.724887914956,-6248.724513091427
-2.7594,-6168.557837925465,-6168.557468459691
-2.7582999999999998,-6089.648693758452,-6089.64832954639
-2.7571999999999997,-6011.974015134119,-6011.973656073936
-2.7561,-5935.510865887774,-5935.510511879901
-2.755,-5860.236801609207,-5860.236452556398
-2.7539,-5786.129857622541,-5786.129513429406
-2.7527999999999997,-5713.168537292636,-5713.168197866009
-2.7516999999999996,-5641.331800652173,-5641.331465901019
-2.7506,-5570.59905333842,-5570.598723173561
-2.7495,-5500.9501358303205,-5500.949810164551
-2.7483999999999997,-5432.365312979154,-5432.364991727111
-2.7472999999999996,-5364.825263821695,-5364.824946899858
-2.7462,-5298.3110716707215,-5298.310758997454
-2.7451,-5232.804214472216,-5232.803905967585
-2.7439999999999998,-5168.286555423846,-5168.286251009499
-2.7428999999999997,-5104.740333845109,-5104.74003344454
-2.7418,-5042.148156294226,-5042.147859832525
-2.7407,-4980.492987922877,-4980.492695326654
-2.7396,-4919.758144062542,-4919.757855259922
-2.7384999999999997,-4859.927282036334,-4859.926996957174
-2.7373999999999996,-4800.984393189473,-4800.984111764774
-2.7363,-4742.9137951313305,-4742.913517293881
-2.7352,-4685.700124184748,-4685.699849868533
-2.7340999999999998,-4629.328328034995,-4629.328057175411
-2.7329999999999997,-4573.7836585732275,-4573.783391107092
-2.7319,-4519.051664929508,-4519.05140079485
-2.7308,-4465.118186688447,-4465.117925824673
-2.7297,-4411.969347283673,-4411.969089631281
-2.7285999999999997,-4359.591547564869,-4359.591293065872
-2.7274999999999996,-4307.971459533374,-4307.971208130719
-2.7264,-4257.096020240152,-4257.095771878137
-2.7253,-4206.952425842855,-4206.9521804667065
-2.7241999999999997,-4157.528125815906,-4157.527883372177
-2.7230999999999996,-4108.810817310749,-4108.810577747068
-2.722,-4060.788439660569,-4060.788202925472
-2.7209,-4013.449169025257,-4013.4489350685294
-2.7197999999999998,-3966.7814131740283,-3966.7811819463204
-2.7186999999999997,-3920.773806399887,-3920.7735778529027
-2.7176,-3875.415204562789,-3875.414978649225
-2.7165,-3830.694680258306,-3830.6944569317934
-2.7154,-3786.6015181070907,-3786.6012973222137
-2.7142999999999997,-3743.125210162354,-3743.124991874588
-2.7131999999999996,-3700.2554514315107,-3700.255235597248
-2.7121,-3657.9821355088666,-3657.9819220853665
-2.711,-3616.2953503160775,-3616.2951392614273
-2.7098999999999998,-3575.185373946879,-3575.1851652200467
-2.7087999999999997,-3534.6426706139323,-3534.642464174703
-2.7077,-3494.65788669353,-3494.6576825024445
-2.7066,-3455.221846866444,-3455.221644884846
-2.7055,-3416.3255503516266,-3416.325350541629
-2.7043999999999997,-3377.9601672299327,-3377.959969554443
-2.7032999999999996,-3340.1170348557876,-3340.1168392783966
-2.7022,-3302.787654353567,-3302.7874608385887
-2.7011,-3265.9636871968196,-3265.963495709334
-2.6999999999999997,-3229.636951867822,-3229.6367623734673
-2.6988999999999996,-3193.799420594831,-3193.7992330600737
-2.6978,-3158.443216165414,-3158.4430305572646
-2.6967,-3123.5606088131203,-3123.5604250992433
-2.6955999999999998,-3089.1440131757486,-3089.143831324524
-2.6944999999999997,-3055.1859853233163,-3055.1858053036613
-2.6934,-3021.6792198532494,-3021.6790416347417
-2.6923,-2988.616547051499,-2988.6163706042403
-2.6912,-2955.990930117502,-2955.9907554122806
-2.6900999999999997,-2923.7954624512013,-2923.7952894592463
-2.6889999999999996,-2892.023365000423,-2892.0231936936425
-2.6879,-2860.667983667184,-2860.6678140179442
-2.6868,-2829.722786770999,-2829.7226187522365
-2.6856999999999998,-2799.181362567942,-2799.181196153063
-2.6845999999999997,-2769.03741682376,-2769.037251986791
-2.6835,-2739.2847704399846,-2739.2846071553568
-2.6824,-2709.9173571309375,-2709.9171953735886
-2.6813,-2680.929221151183,-2680.9290608966044
-2.6801999999999997,-2652.314515071476,-2652.314356295488
-2.6790999999999996,-2624.0674976020887,-2624.06734028109
-2.678,-2596.1825314626067,-2596.1823755733985
-2.6769,-2568.654081296712,-2568.6539268165625
-2.6757999999999997,-2541.476711630929,-2541.476558537532
-2.6746999999999996,-2514.645084876252,-2514.644933147702
-2.6736,-2488.15395937159,-2488.1538089864084
-2.6725,-2461.9981874679756,-2461.9980384050514
-2.6713999999999998,-2436.172713652718,-2436.17256589142
-2.6702999999999997,-2410.672572712339,-2410.6724262323614
-2.6692,-2385.492887933494,-2385.4927427149473
-2.6681,-2360.6288693408433,-2360.6287253641763
-2.667,-2336.0758119713564,-2336.0756692174045
-2.6658999999999997,-2311.8290941837804,-2311.828952633713
-2.6647999999999996,-2287.884176002776,-2287.8840356381384
-2.6637,-2264.236597496805,-2264.2364582994796
-2.6626,-2240.8819771890817,-2240.8818391412706
-2.6614999999999998,-2217.816010500843,-2217.8158735851252
-2.6603999999999997,-2195.0344682261643,-2195.034332425366
-2.6593,-2172.5331950377263,-2172.5330603350094
-2.6582,-2150.308108022658,-2150.307974401555
-2.6571,-2128.355195248462,-2128.355062692741
-2.6559999999999997,-2106.6705143573104,-2106.6703828510554
-2.6548999999999996,-2085.2501911890704,-2085.2500607166708
-2.6538,-2064.0904184321394,-2064.090288978222
-2.6527,-2043.1874543011543,-2043.1873258506569
-2.6515999999999997,-2022.5376212418225,-2022.5374937799843
-2.6504999999999996,-2002.137304661553,-2002.137178173801
-2.6494,-1981.9829516856685,-1981.9828261577745
-2.6483,-1962.071069938868,-1962.070945356814
-2.6471999999999998,-1942.398226351243,-1942.3981027012615
-2.6460999999999997,-1922.96104598819,-1922.9609232567577
-2.645,-1903.756210904234,-1903.756089078069
-2.6439,-1884.7804590197607,-1884.7803380858531
-2.6428,-1866.030583020771,-1866.0304629662537
-2.6416999999999997,-1847.503429280531,-1847.5033100928636
-2.6405999999999996,-1829.1958968034546,-1829.1957784702388
-2.6395,-1811.1049361902203,-1811.1048186993305
-2.6384,-1793.2275486239284,-1793.2274319634153
-2.6372999999999998,-1775.5607848770023,-1775.5606690351233
-2.6361999999999997,-1758.1017443382152,-1758.10162930345
-2.6351,-1740.847574059733,-1740.8474598207365
-2.634,-1723.7954678234485,-1723.7953543691244
-2.6329,-1706.9426652267337,-1706.9425525461004
-2.6317999999999997,-1690.2864507867096,-1690.2863388690234
-2.6306999999999996,-1673.824153063048,-1673.8240418977173
-2.6296,-1657.5531437989607,-1657.5530333756017
-2.6285,-1641.4708370797157,-1641.470727388108
-2.6273999999999997,-1625.5746885088636,-1625.5745795389469
-2.6262999999999996,-1609.8621944012605,-1609.8620861431632
-2.6252,-1594.330890993164,-1594.330783437163
-2.6241,-1578.978353668559,-1578.9782468051276
-2.6229999999999998,-1563.8021962018577,-1563.8020900215638
-2.6218999999999997,-1548.800070016272,-1548.7999645099035
-2.6208,-1533.9696634579525,-1533.9695586163928
-2.6197,-1519.308701085197,-1519.3085968995233
-2.6186,-1504.8149429728883,-1504.8148394343182
-2.6174999999999997,-1490.486184031488,-1490.4860811313577
-2.6163999999999996,-1476.3202533404674,-1476.3201510702706
-2.6153,-1462.3150134960163,-1462.3149118473675
-2.6142,-1448.4683599724967,-1448.4682589371894
-2.6130999999999998,-1434.778220497752,-1434.7781200676563
-2.6119999999999997,-1421.2425544415314,-1421.2424546086872
-2.6109,-1407.8593522172475,-1407.8592529737914
-2.6098,-1394.6266346964476,-1394.6265360346654
-2.6087,-1381.542452636045,-1381.5423545483422
-2.6075999999999997,-1368.604886117837,-1368.6047885967153
-2.6064999999999996,-1355.8120440001378,-1355.8119470382403
-2.6054,-1343.1620633813914,-1343.161966971466
-2.6043,-1330.6531090753904,-1330.6530132103098
-2.6031999999999997,-1318.2833730979626,-1318.2832777706801
-2.6020999999999996,-1306.0510741648004,-1306.0509793684175
-2.601,-1293.9544572003665,-1293.9543629280556
-2.5999,-1281.9917928574405,-1281.9916991025084
-2.5987999999999998,-1270.1613770473843,-1270.1612838032138
-2.5976999999999997,-1258.461530480499,-1258.4614377405933
-2.5965999999999996,-1246.8905982167296,-1246.890505974676
-2.5955,-1235.446949226119,-1235.4468574756054
-2.5944,-1224.128975959046,-1224.1288846938705
-2.5932999999999997,-1212.9350939259457,-1212.9350031399645
-2.5921999999999996,-1201.8637412862795,-1201.8636509734888
-2.5911,-1190.9133784467447,-1190.9132886011862
-2.59,-1180.082487668203,-1180.082398284024
-2.5888999999999998,-1169.369572681504,-1169.3694837529406
-2.5877999999999997,-1158.7731583117306,-1158.7730698331034
-2.5867,-1148.2917901108601,-1148.2917020765601
-2.5856,-1137.9240339984988,-1137.9239464030118
-2.5845,-1127.6684759107447,-1127.6683887486377
-2.5833999999999997,-1117.5237214566832,-1117.5236347225862
-2.5822999999999996,-1107.4883955826838,-1107.4883092713283
-2.5812,-1097.5611422440245,-1097.561056350193
-2.5801,-1087.7406240838916,-1087.7405386024561
-2.5789999999999997,-1078.0255221194773,-1078.0254370453827
-2.5778999999999996,-1068.414535435245,-1068.4144507633064
-2.5768,-1058.9063808820013,-1058.9062966075055
-2.5757,-1049.4997927846086,-1049.4997089026895
-2.5745999999999998,-1040.1935226541757,-1040.1934391600762
-2.5734999999999997,-1030.9863389076256,-1030.9862557966178
-2.5723999999999996,-1021.8770265932095,-1021.876943860659
-2.5713,-1012.8643871220743,-1012.8643047633842
-2.5702,-1003.947238005712,-1003.9471560163763
-2.5690999999999997,-995.1244125992172,-995.1243309747708
-2.5679999999999996,-986.3947598500669,-986.3946785861184
-2.5669,-977.7571440524466,-977.757063144664
-2.5658,-969.2104446068903,-969.2103640509882
-2.5646999999999998,-960.7535557851214,-960.7534755768936
-2.5635999999999997,-952.3853864999896,-952.3853066352608
-2.5625,-944.1048600803435,-944.1047805550199
-2.5614,-935.9109140507272,-935.9108348607544
-2.5603,-927.8024999157944,-927.8024210571803
-2.5591999999999997,-919.7785829492984,-919.7785044181035
-2.5580999999999996,-911.8381419875368,-911.8380637798701
-2.557,-903.9801692271618,-903.9800913391872
-2.5559,-896.2036700272115,-896.2035924551358
-2.5547999999999997,-888.5076627152793,-888.507585455377
-2.5536999999999996,-880.8911783977054,-880.891101446281
-2.5526,-873.3532607736653,-873.3531841270842
-2.5515,-865.892965953056,-865.8928896077304
-2.5504,-858.5093622781471,-858.5092862305296
-2.5492999999999997,-851.201530148755,-851.2014543953455
-2.5481999999999996,-843.968561850989,-843.9684863883383
-2.5471,-836.8095613893997,-836.8094862141046
-2.546,-829.7236443224244,-829.7235694311139
-2.5448999999999997,-822.7099376011196,-822.7098629904792
-2.5437999999999996,-815.7675794109506,-815.7675050776966
-2.5427,-808.8957190167384,-808.8956449576424
-2.5416,-802.0935166105053,-802.0934428223728
-2.5404999999999998,-795.3601431622369,-795.3600696419168
-2.5393999999999997,-788.6947802734896,-788.6947070178607
-2.5383,-782.0966200336399,-782.0965470396347
-2.5372,-775.5648648788906,-775.564792143483
-2.5361,-769.0987274538153,-769.098654973996
-2.5349999999999997,-762.6974304753902,-762.6973582482107
-2.5338999999999996,-756.3602065995008,-756.3601346220337
-2.5328,-750.0862982898233,-750.0862265591874
-2.5317,-743.874957688959,-743.8748862023081
-2.5305999999999997,-737.7254464918822,-737.7253752464051
-2.5294999999999996,-731.637035821504,-731.6369648144215
-2.5284,-725.6090061063734,-725.6089353349468
-2.5273,-719.6406469604424,-719.6405764219681
-2.5262,-713.7312570648105,-713.7311867566053
-2.5250999999999997,-707.8801440514198,-707.8800739708472
-2.5239999999999996,-702.086624388635,-702.0865545330898
-2.5229,-696.3500232686641,-696.3499536355685
-2.5218,-690.6696744967372,-690.6696050835468
-2.5206999999999997,-685.0449203820399,-685.0448511862412
-2.5195999999999996,-679.4751116303308,-679.4750426494477
-2.5185,-673.9596072381768,-673.959538469758
-2.5174,-668.4977743887969,-668.4977058304248
-2.5162999999999998,-663.0889883494424,-663.0889199987226
-2.5151999999999997,-657.732632370285,-657.7325642248638
-2.5141,-652.4280975847789,-652.4280296423192
-2.513,-647.1747829114183,-647.1747151696142
-2.5119,-641.9720949569127,-641.9720274134942
-2.5107999999999997,-636.819447920689,-636.8193805734098
-2.5096999999999996,-631.716263500716,-631.7161963473546
-2.5086,-626.6619708005919,-626.6619038389597
-2.5075,-621.656006237897,-621.6559394658299
-2.5063999999999997,-616.6978134537384,-616.6977468690945
-2.5052999999999996,-611.7868432234782,-611.7867768241495
-2.5042,-606.9225533686272,-606.922487152524
-2.5031,-602.1044086698298,-602.1043426348939
-2.502,-597.3318807809748,-597.3318149251717
-2.5008999999999997,-592.6044481443589,-592.6043824656767
-2.4997999999999996,-587.9215959068712,-587.921530403325
-2.4987,-583.2828158372334,-583.2827505068611
-2.4976,-578.6876062441867,-578.6875410850546
-2.4964999999999997,-574.1354718956878,-574.1354069058807
-2.4953999999999996,-569.625923939033,-569.6258591166626
-2.4943,-565.1584798218976,-565.1584151650945
-2.4932,-560.732663214299,-560.7325987212203
-2.4920999999999998,-556.348003931435,-556.3479396002625
-2.4909999999999997,-552.0040378574026,-552.0039736863358
-2.4899,-547.7003068697436,-547.7002428570077
-2.4888,-543.4363587648367,-543.4362949086727
-2.4877,-539.2117471841098,-539.2116834827943
-2.4865999999999997,-535.0260315410484,-535.0259679928603
-2.4854999999999996,-530.8787769489691,-530.8787135522275
-2.4844,-526.7695541496093,-526.7694909026378
-2.4833,-522.6979394424166,-522.6978763435687
-2.4821999999999997,-518.6635146146356,-518.6634516622831
-2.4810999999999996,-514.6658668720924,-514.6658040646279
-2.48,-510.70458877070786,-510.7045261065481
-2.4789,-506.7792781487347,-506.77921562630394
-2.4778,-502.8895380596594,-502.88947567741235
-2.4766999999999997,-499.03497670582357,-499.03491446222796
-2.4755999999999996,-495.21520737270833,-495.215145266262
-2.4745,-491.4298483638913,-491.42978639309644
-2.4734,-487.67852293665317,-487.67846110003853
-2.4722999999999997,-483.96085923825143,-483.96079753436237
-2.4711999999999996,-480.2764902428274,-480.27642867023
-2.4701,-476.62505368895216,-476.6249922462286
-2.469,-473.0061920177949,-473.0061307035422
-2.4678999999999998,-469.419552311925,-469.4194911247655
-2.4667999999999997,-465.8647862347219,-465.8647251732867
-2.4657,-462.34154997038684,-462.3414890333327
-2.4646,-458.8495041645754,-458.8494433505685
-2.4635,-455.3883138656118,-455.38825317333965
-2.4623999999999997,-451.95764846630465,-451.95758789447086
-2.4612999999999996,-448.55718164634953,-448.5571211936756
-2.4602,-445.18659131531405,-445.18653098053517
-2.4591,-441.84555955619084,-441.84549933805556
-2.4579999999999997,-438.53377256954224,-438.5337713061519
-2.4568999999999996,-435.25092061821107,-435.2509193872062
-2.4558,-431.9966979725873,-431.9966967734725
-2.4547,-428.77080285644246,-428.7708016887277
-2.4536,-425.57293739333227,-425.5729362565364
-2.4524999999999997,-422.4028075535434,-422.4028064471947
-2.4513999999999996,-419.26012310160223,-419.2601220252363
-2.4503,-416.1445975443291,-416.1445964974886
-2.4492,-413.0559480794294,-413.0559470616671
-2.4480999999999997,-409.9938955446635,-409.99389455553984
-2.4469999999999996,-406.95816436751045,-406.95816340658996
-2.4459,-403.9484825154156,-403.94848158227336
-2.4448,-400.9645814465392,-400.96458054075543
-2.4436999999999998,-398.0061960610665,-398.0061951822306
-2.4425999999999997,-395.07306465303816,-395.0730638007437
-2.4415,-392.1649288627069,-392.16492803655797
-2.4404,-389.28153362943243,-389.28153282903895
-2.4393,-386.4226271450973,-386.4226263700721
-2.4381999999999997,-383.5879608080454,-383.58796005801355
-2.4370999999999996,-380.7772891775437,-380.77728845212994
-2.436,-377.99036992876427,-377.99036922760416
-2.4349,-375.22696380828125,-375.22696313101477
-2.4337999999999997,-372.48683459009334,-372.4868339363665
-2.4326999999999996,-369.7697490321464,-369.7697484016126
-2.4316,-367.07547683338305,-367.0754762256995
-2.4305,-364.4037905912853,-364.4037900061165
-2.4294,-361.75446575994494,-361.75446519695686
